label_num,cleaned_text,original_length
1,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs lone,137
0,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon,107
0,we got a divorce lol shes here,34
1,this is the nd attempt to contract u you rich person won this weeks top prize of either cash or prize just call,139
1,sports fans get the latest sports news str ur mobile wk free plus a free tone txt sport on to linktoken norm txtp,154
0,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,149
0,i dont knw pa i just drink milk,35
0,k i might come by tonight then if my class lets out early,59
0,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow,104
1,this is the nd time we have try to contact u uracil have won the prize claim is easy just call now only p per minute btnationalrate,162
1,boltblue tones for p reply poly oregon mono eg poly cha cha slide yeah slow jamz toxic come with me oregon stop more tones txt more,154
1,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box bray wicklow eire quiz start saturday unsub stop,160
0,its good well find a way,27
0,wats da model num of ur phone,32
0,okok okthenwhats ur todays plan,37
0,cool text me when youre ready,32
0,ssi thinl role is like sachinjust standing others have to hit,68
1,would you like to see my xxx pics they are so hot they were nearly banned in the uk,85
1,you are chosen to receive a award pls call claim number to collect your award which you are choose to receive arsenic a valued mobile customer,162
1,just a quick note there is information regarding your account thanks for your attention,89
0,merry christmas to u too annie,32
0,ambrithmaduraimet u in arun dha marrgeremembr,53
0,ho ho big belly laugh see ya tomo,37
1,you have an important customer service announcement from premiercall freephone now,98
0,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausagelove jen xxx,122
1,your free ringtone is waiting to be collected simply text the password mix to to verify get usher and britney fml po box mk h ppw,159
0,i love ya too but try and budget your money better babe gary would freak on me if he knew,91
1,not heard from u a while call me now am here all night with just my knickers on make me beg for it like u did last time xx luv nikiyunet,154
0,erutupalam thandiyachu,23
0,yup ok i go home look at the timings then i msg again xuhui going to learn on nd may too but her lesson is at am,124
0,yagoing for restaurant,27
1,rodger burns monosodium glutamate we tried to call you re your answer to our sms for a free nokia mobile free camcorder please call now for delivery tomorrow,190
1,customer loyalty offerthe new nokia mobile from only at txtauction txt word start to no get yours now tctxt technetium pmtmsg,153
1,do you want to laughtry chitchat on your mobile nowlog in by composing a message from chat and send to no cm po box london wa zf pmsg rcvd,163
0,a guy who gets used but is too dumb to realize it,51
1,do you want a new video phone anytime any network mins text for only five pounds per week call now or reply for delivery tomorrow,149
0,joys father is john then john is the name of joys father mandan,68
0,oh and by the way you do have more food in your fridge want to go out for a meal tonight,92
1,new tone this week include mcflyall ab sara jorgeshock will smithswitch to order follow instructions on next message,135
0,hey you told your name to gautham ah,38
0,huh so fast dat means u havent finished painting,53
0,kkgoodstudy well,24
0,good morning my love i go to sleep now and wish you a great day full of feeling better and opportunity you are my last thought babe i love you kiss,160
1,new tunes this week includes mcflyall ab sara jorgeshock will smithswitch to order follow the instructions in the next message,146
0,noice text me when youre here,32
0,i cant pick the phone right now pls send a message,52
0,ki will send in ltgt min,35
1,hi there nights ur lucky night uve been invited xchat the united kingdom wildest chat txt chat to now pmsgrcvdhgsuitelandsrowwjhl ldn yrs,167
0,hmm yeah if your not too grooved out and im looking forward to my pound special,84
0,oh icic k lor den meet other day,43
0,gudnitetcpractice going on,34
0,i want to show you the world princess how about europe,60
1,new textbuddy chat aroused guys in ur area just p free receive search postcode or astatine gaytextbuddycom txt one name to rpl stop cnl,166
0,anything lor is she coming,28
1,you are guarantee the latests nokia phone a gb ipod mp player or a prize txt wordcollect to no tcllc nyusa pmt msgrcvd,158
1,we try to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply of call now,133
0,huh but i got lesson at lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale,106
1,your credits have been topped up for linktoken your reclamation pin is tgxxrz,93
